Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord,xyStatus,crimeCat
16-050905,2016-10,10/07/2016 17:30,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3215,BLAIR AVE,65,NA,NA,3215,BLAIR,906311.6,1027735,FALSE,14
16-050903,2016-10,10/07/2016 17:48,Y,NA,NA,1,NA,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",1053,HORNSBY AVE,74,NA,NA,NA,NA,895706,1050752,FALSE,13
16-051036,2016-10,10/07/2016 18:00,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4401,MCPHERSON AVE,38,NA,NA,4401,MCPHERSON,890652.8,1023953,FALSE,14
16-050911,2016-10,10/07/2016 18:11,Y,NA,NA,1,NA,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4946,MARGARETTA AVE,69,NA,NA,4944,MARGARETTA,891896.8,1035854,FALSE,15
16-050916,2016-10,10/07/2016 18:14,Y,NA,NA,1,NA,182260,1,DRUGS-POSSESSION/METHAMPHETAMINE,7800,S BROADWAY,2,NA,NA,7800,BROADWAY,888997.4,987730,FALSE,18
16-050906,2016-10,10/07/2016 18:26,Y,NA,NA,1,NA,182130,4,DRUGS-POSSESSION/HEROIN,919,N JEFFERSON AVE,59,NA,@CENTRAL PATROL DIVISION,919,JEFFERSON,902219.7,1021301,FALSE,18
16-050987,2016-10,10/07/2016 19:00,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4816,W FLORISSANT AVE,71,NA,PARKED IN REAR,4816,FLORISSANT,895987.8,1039784,FALSE,14
16-051011,2016-10,10/07/2016 21:00,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4310,ST FERDINAND AVE,57,NA,PARKED ON STREET,4310,ST FERDINAND,894071.9,1029178,FALSE,14
16-050934,2016-10,10/07/2016 21:00,Y,NA,NA,1,NA,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,N 10TH ST / WASHINGTON AVE,35,NA,NA,NA,NA,907677.1,1018822,FALSE,15
16-050931,2016-10,10/07/2016 21:15,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,1110,WASHINGTON AVE,35,NA,NA,1110,WASHINGTON,907161.8,1018819,FALSE,25
16-050941,2016-10,10/07/2016 21:35,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,S BROADWAY / RIVER CITY CASINO,2,NA,NA,NA,NA,886494.3,984798.4,FALSE,14
16-050938,2016-10,10/07/2016 21:54,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,315,N 10TH ST,35,NA,ON STREET,311,10TH,907440.4,1018277,FALSE,25
16-050945,2016-10,10/07/2016 22:40,Y,NA,NA,1,NA,151130,2,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,4300,SWAN AVE,39,NA,NA,1201,SWAN,889705.8,1016884,FALSE,15
16-050996,2016-10,10/07/2016 23:00,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,911,LOCUST ST,35,NA,NA,911,LOCUST,907782.4,1018354,FALSE,14
16-051008,2016-10,10/08/2016 00:15,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7502,VIRGINIA AVE,2,NA,NA,7502,VIRGINIA,888605.3,989334.8,FALSE,14
16-050957,2016-10,10/08/2016 00:20,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1720,N 22ND ST,60,NA,NA,NA,22ND,903803.9,1024156,FALSE,14
16-051015,2016-10,10/08/2016 00:40,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2601,N 14TH ST,63,NA,BEHIND APARTMENT BUILDING,2601,14TH,906684.5,1025591,FALSE,14
16-050994,2016-10,10/08/2016 01:00,Y,NA,NA,1,NA,142310,2,DESTRUCTION OF PROPERTY-MALICIOUS/PUBLIC PROP,0,TOWER GROVE PARK,81,NA,@TOWER GROVE PARK,NA,NA,889728.5,1009955,FALSE,14
16-050962,2016-10,10/08/2016 01:40,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2824,GAMBLE ST,59,NA,NA,2824,GAMBLE,901086.1,1022366,FALSE,14
16-050975,2016-10,10/08/2016 02:00,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5854,SELBER CT,50,NA,APT  2F,5854,SELBER,885088.8,1037930,FALSE,14
16-050963,2016-10,10/08/2016 02:24,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6101,BERTHOLD AVE,41,NA,NA,NA,NA,881082.9,1018089,FALSE,14
16-050965,2016-10,10/08/2016 02:40,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1101,ST CHARLES ST,35,NA,NA,NA,NA,907318.9,1018732,FALSE,14
16-050979,2016-10,10/08/2016 04:25,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2828,MISSOURI AVE,22,NA,NA,2828,MISSOURI,899928.9,1007979,FALSE,14
16-050993,2016-10,10/08/2016 07:00,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4775,S SPRING AVE,16,NA,NA,4775,SPRING,890196.1,998592.6,FALSE,14
16-050976,2016-10,10/08/2016 07:39,Y,NA,NA,1,NA,130000,3,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",2600,WINNEBAGO ST,18,GRAVOIS PARK NEIGHBORHOOD,NA,NA,NA,898456.1,1003135,FALSE,13
16-050986,2016-10,10/08/2016 08:43,Y,NA,NA,1,NA,182130,1,DRUGS-POSSESSION/HEROIN,701,CARONDELET BLVD,1,NA,NA,NA,NA,885399.9,987946.1,FALSE,18
16-051042,2016-10,10/08/2016 11:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1554,S 7TH ST,20,NA,NA,411,8TH,906085,1011155,FALSE,14
16-061974,2016-12,10/08/2016 11:00,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5330,PERSHING AVE,47,NA,NA,5330,PERSHING,884236.2,1024598,FALSE,14
16-051017,2016-10,10/08/2016 11:25,Y,NA,NA,1,NA,182400,3,DRUGS-POSSESSION/MARIJUANA,3434,MISSOURI AVE,18,NA,NA,NA,NA,899355.3,1004503,FALSE,18
16-051073,2016-10,10/08/2016 14:21,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,0,I 64 EASTBOUND / S JEFFERSON A,36,NA,ALIAS 40 EB/S JEFFERSON AVE CITY,NA,NA,900777.1,1017276,FALSE,25
16-051049,2016-10,10/08/2016 14:45,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2339,UNIVERSITY ST,60,NA,NA,2339,UNIVERSITY,903557.3,1027e3,FALSE,14
16-051045,2016-10,10/08/2016 14:53,Y,NA,NA,1,NA,182260,2,DRUGS-POSSESSION/METHAMPHETAMINE,2268,BLENDON PL,43,NA,NA,2268,BLENDON,874172.3,1013298,FALSE,18
16-051060,2016-10,10/08/2016 15:30,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4200,HAMPTON AVE,7,NA,NA,3548,MINNESOTA,879017.6,1005015,FALSE,14
16-051074,2016-10,10/08/2016 16:50,Y,NA,NA,1,NA,182130,3,DRUGS-POSSESSION/HEROIN,1800,CHEROKEE ST,18,NA,NA,NA,NA,901035.9,1004737,FALSE,18
16-051089,2016-10,10/08/2016 17:40,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3647,WARNE AVE,56,NA,@FUNNEL CAKE COMPANY,3647,WARNE,898536.7,1030733,FALSE,14
16-051076,2016-10,10/08/2016 18:58,Y,NA,NA,1,NA,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,300,S JEFFERSON AVE,36,NA,NA,300,JEFFERSON,901180.5,1017627,FALSE,15
16-051145,2016-10,10/08/2016 19:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2247,GRAVOIS AVE,23,NA,NA,2247,GRAVOIS,899895.7,1009684,FALSE,14
16-051174,2016-10,10/08/2016 19:00,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,KLEMM ST / SHAW BLVD,27,NA,NA,3328,LIBERTY,890650.8,1013403,FALSE,14
16-051100,2016-10,10/08/2016 21:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3648,MICHIGAN AVE,19,NA,APT A,3648,MICHIGAN,895543.6,1003615,FALSE,14
16-051097,2016-10,10/08/2016 21:15,Y,NA,NA,1,NA,182400,5,DRUGS-POSSESSION/MARIJUANA,4015,MCPHERSON AVE,38,NA,@METRO HIGH SCHOOL,4015,MCPHERSON,893477.8,1022381,FALSE,18
16-051101,2016-10,10/08/2016 21:42,Y,NA,NA,1,NA,182130,1,DRUGS-POSSESSION/HEROIN,4601,RIVER DES PERES,4,FULTZ FIELD,FULTZ FIELD,NA,NA,881381.3,992872.5,FALSE,18
16-051106,2016-10,10/08/2016 22:47,Y,NA,NA,1,NA,152200,3,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3648,MICHIGAN AVE,19,NA,APT 2,3648,MICHIGAN,895543.6,1003615,FALSE,15
16-051109,2016-10,10/09/2016 00:02,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3534,PENNSYLVANIA AVE,19,NA,APT B,3534,PENNSYLVANIA,896320.3,1004298,FALSE,14
16-051118,2016-10,10/09/2016 02:05,Y,NA,NA,1,NA,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4105,W FLORISSANT AVE,68,NA,NA,NA,NA,900373.6,1034538,FALSE,13
16-051134,2016-10,10/09/2016 05:30,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2837,MAGNOLIA AVE,24,NA,NA,2837,MAGNOLIA,897572.6,1009068,FALSE,14
16-051130,2016-10,10/09/2016 05:39,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6416,CLIFTON HILLS DR,11,NA,NA,6416,CLIFTON HILLS,878279.4,1012179,FALSE,14
16-051191,2016-10,10/09/2016 07:00,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5600,CLAYTON AVE,82,NA,NA,5600,CLAYTON,883092.8,1019312,FALSE,14
16-051136,2016-10,10/09/2016 07:55,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4049,MIAMI ST,15,NA,NA,4049,MIAMI,889989.1,1005013,FALSE,14
16-051147,2016-10,10/09/2016 09:25,Y,NA,NA,1,NA,182250,5,DRUGS-POSSESSION/COCAINE,5981,ROMAINE PL,78,NA,NA,5980,ROMAINE,881034.7,1033555,FALSE,18
16-051179,2016-10,10/09/2016 13:00,Y,NA,NA,1,NA,250000,1,LOITERING-BEGGING,0,IDAHO AVE / LOUGHBOROUGH AVE,1,NA,NA,NA,NA,889259.4,991516.9,FALSE,25
16-051183,2016-10,10/09/2016 13:34,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3451,IOWA AVE,19,NA,NA,NA,NA,897516.8,1004596,FALSE,14
16-051196,2016-10,10/09/2016 14:30,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4159,MAGNOLIA AVE,27,NA,NA,4159,MAGNOLIA,890533.3,1010689,FALSE,14
16-051197,2016-10,10/09/2016 14:50,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1500,CLARA AVE,78,NA,NA,1500,CLARA,884253.1,1032889,FALSE,14
16-051205,2016-10,10/09/2016 16:00,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8300,DICKMAN PARK RD,74,NA,NA,8300,CHURCH,896619.4,1048430,FALSE,14
16-051282,2016-10,10/09/2016 17:00,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4212,WEST PINE BLVD,38,NA,NA,4212,WEST PINE,891804.9,1021521,FALSE,14
16-051373,2016-10,10/09/2016 18:00,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4168,WEST PINE BLVD,38,NA,NA,4168,WEST PINE,891952.3,1021483,FALSE,14
16-051280,2016-10,10/09/2016 19:30,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,MEMORIAL DR / WASHINGTON AVE,35,NA,NA,NA,NA,909836.6,1018269,FALSE,14
16-051230,2016-10,10/09/2016 19:34,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8524,LOWELL ST,74,NA,NA,8524,LOWELL,897946.8,1050683,FALSE,14
16-051330,2016-10,10/09/2016 20:00,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1531,OFALLON ST,62,PRESERVATION PLACE,PRESERVATION PLACE APARTMENTS,1531,OFALLON,906561.6,1022276,FALSE,14
16-051347,2016-10,10/10/2016 03:00,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4604,RICHARD PL,69,NA,NA,4604,RICHARD,895798.9,1036971,FALSE,14
16-051351,2016-10,10/10/2016 08:00,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,BARNES JEWISH HOSPITAL PLZ / S,38,NA,NA,NA,NA,886931.8,1020171,FALSE,14
16-051416,2016-10,10/10/2016 09:00,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4169,ENRIGHT AVE,58,NA,NA,4169,ENRIGHT,893394.5,1024766,FALSE,14
16-051321,2016-10,10/10/2016 10:15,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3600,LEE AVE,67,METRO BUS,NA,NA,NA,902049.2,1031450,FALSE,14
16-051376,2016-10,10/10/2016 13:43,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,ASHLAND AVE / PRAIRIE AVE,59,NA,NA,NA,NA,899645,1029498,FALSE,14
16-051806,2016-10,10/10/2016 14:30,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4350,SEMPLE AVE,70,ABB,NA,4350,SEMPLE,888878.4,1038781,FALSE,14
16-051517,2016-10,10/10/2016 15:00,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5349,LOTUS AVE,50,NA,NA,5349,LOTUS,886792.2,1032947,FALSE,14
16-051393,2016-10,10/10/2016 15:33,Y,NA,NA,1,NA,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,0,ARKANSAS AVE / UTAH ST,25,NA,VEHICLE STOP RELATIVE,NA,NA,894272.5,1006442,FALSE,18
16-051399,2016-10,10/10/2016 15:45,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,721,N TUCKER BLVD,36,SHELL STATION,NA,NA,NA,906857.6,1019492,FALSE,25
16-051413,2016-10,10/10/2016 17:04,Y,NA,NA,1,NA,142310,4,DESTRUCTION OF PROPERTY-MALICIOUS/PUBLIC PROP,1700,LUCAS AVE,36,NA,BLK,1700,LUCAS,905026.3,1019709,FALSE,14
16-051490,2016-10,10/10/2016 17:35,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5900,MANCHESTER AVE,12,NA,ACE SCRAP METAL,5900,MANCHESTER,881565.8,1015477,FALSE,14
16-051424,2016-10,10/10/2016 17:50,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,721,N TUCKER BLVD,36,NA,NA,NA,NA,906857.6,1019492,FALSE,25
16-051431,2016-10,10/10/2016 18:00,Y,NA,NA,1,NA,182130,1,DRUGS-POSSESSION/HEROIN,5652,GRAVOIS AVE,5,NA,PARKING LOT,5652,GRAVOIS,884831.2,999059.3,FALSE,18
16-051510,2016-10,10/10/2016 18:45,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2832,CHEROKEE ST,19,WAT BUDDHAMANEE RATTANARAM TEMPLE,NA,2832,CHEROKEE,897124.9,1005349,FALSE,14
16-051437,2016-10,10/10/2016 19:40,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,S 16TH ST / CLARK AVE,36,NA,NA,NA,NA,904587.7,1017114,FALSE,14
16-051443,2016-10,10/10/2016 20:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2212,WINNEBAGO ST,18,NA,NA,2212,WINNEBAGO,898603.3,1002861,FALSE,14
16-051643,2016-10,10/10/2016 20:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3516,S COMPTON AVE,19,NA,NA,3516,COMPTON,895388.9,1004623,FALSE,14
16-051440,2016-10,10/10/2016 20:09,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,721,N TUCKER BLVD,36,SHELL STATION,NA,NA,NA,906857.6,1019492,FALSE,25
16-051441,2016-10,10/10/2016 20:19,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,500,WASHINGTON AVE,35,NA,NA,NA,NA,909060.6,1018285,FALSE,25
16-051526,2016-10,10/10/2016 20:30,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2839,VICTOR ST,24,NA,NA,2839,VICTOR,897750.2,1010237,FALSE,14
16-051454,2016-10,10/10/2016 20:45,Y,NA,NA,1,NA,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4454,PAGE BLVD,54,NA,NA,4454,PAGE,892109.3,1027466,FALSE,13
16-051457,2016-10,10/10/2016 21:00,Y,NA,NA,1,NA,250000,2,LOITERING-BEGGING,0,DE TONTY ST / S VANDEVENTER AV,13,NA,STANDING ALONG SIDE THE ROAD AT INTE,NA,NA,888670.8,1014037,FALSE,25
16-051593,2016-10,10/10/2016 23:47,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4014,TAFT AVE,5,NA,NA,4014,TAFT,888928.7,1001368,FALSE,14
16-051528,2016-10,10/11/2016 00:02,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3930,OREGON AVE,16,NA,NA,3930,OREGON,896568.6,1001628,FALSE,14
16-051477,2016-10,10/11/2016 00:05,Y,NA,NA,1,NA,182260,1,DRUGS-POSSESSION/METHAMPHETAMINE,4421,GRAVOIS AVE,5,NA,NA,4421,GRAVOIS,888376.1,1002351,FALSE,18
16-051469,2016-10,10/11/2016 00:20,Y,NA,NA,1,NA,182130,1,DRUGS-POSSESSION/HEROIN,7925,MINNESOTA AVE,2,NA,NA,NA,NA,887918.8,987777.3,FALSE,18
16-051481,2016-10,10/11/2016 01:27,Y,NA,NA,1,NA,182250,5,DRUGS-POSSESSION/COCAINE,6100,DR MARTIN LUTHER KING DR,78,NA,UL4Y3M 2 BMS SILV HHR,NA,NA,881403.7,1034719,FALSE,18
16-051479,2016-10,10/11/2016 01:30,Y,NA,NA,1,NA,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",9010,HALLS FERRY RD,74,NA,NA,9010,HALLS FERRY,894537.7,1051815,FALSE,13
16-051608,2016-10,10/11/2016 02:00,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,200,N 4TH ST,35,CROWN PLAZA HOTEL,PARKING GARAGE,400,OLIVE,909518.1,1017323,FALSE,14
16-051513,2016-10,10/11/2016 09:56,Y,NA,NA,1,NA,250000,2,LOITERING-BEGGING,0,I 64 EASTBOUND / S KINGSHIGHWA,40,NA,NA,NA,NA,887218.9,1018721,FALSE,25
16-051529,2016-10,10/11/2016 11:15,Y,NA,NA,1,NA,250000,2,LOITERING-BEGGING,0,I 64 WESTBOUND / S KINGSHIGHWA,40,NA,NA,NA,NA,887188.9,1018808,FALSE,25
16-051538,2016-10,10/11/2016 11:45,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,401,S 14TH ST,36,NA,I 64 EB OFF RAMP,400,14TH,905197.2,1016528,FALSE,25
16-051562,2016-10,10/11/2016 13:35,Y,NA,NA,1,NA,182130,4,DRUGS-POSSESSION/HEROIN,0,EMILY ST / E GRAND BLVD,66,NA,NA,NA,NA,902958.6,1032814,FALSE,18
16-051567,2016-10,10/11/2016 14:35,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,400,S 14TH ST,36,NA,I64 EB OFF RAMP,400,14TH,905362.3,1016200,FALSE,25
16-051590,2016-10,10/11/2016 16:58,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,300,CARR ST,35,NA,NA,300,CARR,910318.8,1019871,FALSE,25
16-051601,2016-10,10/11/2016 17:25,Y,NA,NA,1,NA,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,721,N TUCKER BLVD,36,NA,NA,721,TUCKER,906857.6,1019492,FALSE,15
16-051674,2016-10,10/11/2016 17:30,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,730,CARROLL ST,21,NA,@SOULARD MARKET,730,CARROLL,905629.6,1011355,FALSE,14
16-051606,2016-10,10/11/2016 17:50,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5582,THEODOSIA AVE,50,NA,NA,5500,THEODOSIA,884498.8,1033168,FALSE,14
16-051612,2016-10,10/11/2016 17:53,Y,NA,NA,1,NA,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5589,DR MARTIN LUTHER KING DR,50,NA,NA,5500,THEODOSIA,884319.4,1032844,FALSE,13
16-051621,2016-10,10/11/2016 18:40,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5780,W FLORISSANT AVE,72,NA,NA,5780,FLORISSANT,892187,1045388,FALSE,14
16-051628,2016-10,10/11/2016 20:30,Y,NA,NA,1,NA,151130,1,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,5458,DRESDEN AVE,5,NA,NA,5458,DRESDEN,884760.9,999386.8,FALSE,15
16-051623,2016-10,10/11/2016 20:35,Y,NA,NA,1,NA,152200,4,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3509,N 14TH ST,65,NA,NA,NA,NA,906368.8,1029240,FALSE,15
16-051625,2016-10,10/11/2016 21:20,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,721,N TUCKER BLVD,36,NA,NA,NA,NA,906857.6,1019492,FALSE,25
16-051627,2016-10,10/11/2016 21:25,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,509,BATES ST,1,NA,NA,509,BATES,892681.9,994561.8,FALSE,14
16-051629,2016-10,10/11/2016 21:45,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,800,WASHINGTON AVE,35,NA,@HOTEL- RENAISSANCE GRAND HOTEL,NA,NA,908187.4,1018534,FALSE,25
16-051646,2016-10,10/11/2016 22:34,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2838,POTOMAC ST,19,NA,NA,2838,POTOMAC,896815.8,1004513,FALSE,14
16-051657,2016-10,10/11/2016 23:45,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3259,INDIANA AVE,22,NA,NA,3259,INDIANA,899035.8,1005639,FALSE,14
16-051653,2016-10,10/12/2016 00:05,Y,NA,NA,1,NA,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4682,LABADIE AVE,56,NA,CITY STREET,4682,LABADIE,892307.4,1032232,FALSE,15
16-051658,2016-10,10/12/2016 00:20,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1109,WALTON AVE,53,NA,APT 5,1109,WALTON,889584.4,1027609,FALSE,14
16-051655,2016-10,10/12/2016 00:25,Y,NA,NA,1,NA,250000,1,LOITERING-BEGGING,509,BATES ST,1,711,NA,509,BATES,892681.9,994561.8,FALSE,25
16-051668,2016-10,10/12/2016 02:45,Y,NA,NA,1,NA,130000,5,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4506,ENRIGHT AVE,54,SOUTH ALLEY,NA,4600,BLK DELMAR,890827.5,1026086,FALSE,13
16-051778,2016-10,10/12/2016 07:00,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5101,MCREE AVE,12,GATEWAY HIGH SCHOOL,NA,NA,NA,886056.6,1015300,FALSE,14
16-051682,2016-10,10/12/2016 08:22,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,0,I 64 EASTBOUND / S JEFFERSON A,36,NA,NA,NA,NA,900777.1,1017276,FALSE,25
16-051810,2016-10,10/12/2016 08:45,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2360,59TH ST,12,NA,REAR PARKING LOT,2360,59TH,881806.9,1012148,FALSE,14
16-051708,2016-10,10/12/2016 08:50,Y,NA,NA,1,NA,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4125,CLAY AVE,68,NA,NA,4125,CLAY,899009.1,1032897,FALSE,15
16-051719,2016-10,10/12/2016 09:30,Y,NA,NA,1,NA,182400,6,DRUGS-POSSESSION/MARIJUANA,5140,RIVERVIEW BLVD,72,NORTHWEST HIGH SCHOOL,@NORTHWEST HIGH SCHOOL,5140,RIVERVIEW,889822,1044307,FALSE,18
16-051700,2016-10,10/12/2016 10:10,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,401,S 14TH,36,NA,I 64 EB OFF RAMP,401,14TH,906072.8,1019412,FALSE,25
16-051724,2016-10,10/12/2016 12:18,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,0,I 64 WESTBOUND / S JEFFERSON A,36,NA,NA,NA,NA,900840.2,1017467,FALSE,25
