Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord,xyStatus,crimeCat
16-051746,2016-10,10/12/2016 12:46,Y,NA,NA,1,NA,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",2125,OBEAR AVE,66,NA,NA,NA,NA,902479.4,1032992,FALSE,13
16-051739,2016-10,10/12/2016 12:50,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,0,N 6TH ST / LOCUST ST,35,NA,NA,NA,NA,908808.5,1017998,FALSE,25
16-051757,2016-10,10/12/2016 13:30,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,1301,WASHINGTON AVE,36,NA,BM BLK SHIRT BLK JAC BLK PANTS,1301,WASHINGTON,906331.1,1019267,FALSE,25
16-051796,2016-10,10/12/2016 15:48,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4855,LABADIE AVE,55,NA,NA,4855,LABADIE,891129.2,1033121,FALSE,14
16-051789,2016-10,10/12/2016 16:08,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5983,LAGOON DR,82,NA,FOREST PARK,5983,LAGOON,878908.2,1023157,FALSE,14
16-051841,2016-10,10/12/2016 19:16,Y,NA,NA,1,NA,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4800,MARGARETTA AVE,69,NA,P SILVER IMPLALA 0ILVJU,4800,MARGARETTA,893247.3,1035104,FALSE,15
16-051832,2016-10,10/12/2016 20:55,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,500,WASHINGTON AVE,35,NA,NA,NA,NA,909060.6,1018285,FALSE,25
16-051853,2016-10,10/12/2016 23:55,Y,NA,NA,1,NA,151130,6,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,5550,GRANT ST,68,NA,NA,5550,GRAND,900299.9,1035715,FALSE,15
16-051856,2016-10,10/13/2016 01:03,Y,NA,NA,1,NA,182999,2,DRUGS-POSSESSION/OTHR UNSPEC DRUG,0,CONNECTICUT ST / S KINGSHIGHWA,15,NA,NA,NA,NA,886049.3,1008394,FALSE,18
16-051857,2016-10,10/13/2016 01:30,Y,NA,NA,1,NA,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3607,HAMILTON AVE,50,NA,@HOTEL- VEGAS INN,3702,HAMILTON,884714.6,1038923,FALSE,15
16-051860,2016-10,10/13/2016 04:15,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4017,N BROADWAY,64,QUALITY SCREW MACHINE PRODUCTS,NA,NA,NA,906305.7,1032005,FALSE,14
16-051902,2016-10,10/13/2016 09:00,Y,NA,NA,1,NA,182400,3,DRUGS-POSSESSION/MARIJUANA,3230,HARTFORD ST,25,ROOSEVELT HIGH SCHOOL,@SCHOOL - ROOSEVELT,3230,HARTFORD,895751.5,1007882,FALSE,18
16-051972,2016-10,10/13/2016 09:50,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1315,AUBERT AVE,53,GEN X CLOTHING,GEN X CLOTHING,1315,AUBERT,888469.5,1029399,FALSE,14
16-051908,2016-10,10/13/2016 10:49,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5888,DELMAR BLVD,46,TAYLOR MADE BARBERSHOP,NA,5888,DELMAR,880077.9,1027128,FALSE,14
16-051914,2016-10,10/13/2016 10:51,Y,NA,NA,1,NA,182999,3,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3416,CHEROKEE ST,30,NA,NA,NA,NA,894539.1,1005543,FALSE,18
16-051907,2016-10,10/13/2016 11:25,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,315,N 9TH ST,35,NA,NA,315,9TH,907779.2,1018012,FALSE,25
16-051956,2016-10,10/13/2016 15:10,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6155,S GRAND BLVD,1,NA,PLANET FITNESS,NA,NA,889468,994413.8,FALSE,14
16-052081,2016-10,10/13/2016 15:30,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2729,ST LOUIS AVE,59,SIMON SIGN ERECTION CO.,NA,2729,ST LOUIS,901467.1,1026975,FALSE,14
16-051959,2016-11,10/13/2016 16:30,Y,NA,NA,1,NA,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4300,DELMAR BLVD,38,NA,NA,4300,DELMAR,892091.1,1024751,FALSE,15
16-052070,2016-10,10/13/2016 17:00,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3502,GRACE AVE,15,NA,NA,3502,GRACE,893202.2,1005126,FALSE,14
16-051973,2016-10,10/13/2016 17:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3837,S COMPTON AVE,16,NA,NA,3837,COMPTON,894844.9,1002490,FALSE,14
16-052072,2016-10,10/13/2016 18:30,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5636,ARENDES DR,3,NA,NA,5636,ARENDES,888924.8,996270.9,FALSE,14
16-051995,2016-10,10/13/2016 19:30,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,500,WASHINGTON AVE,35,NA,NA,NA,NA,909060.6,1018285,FALSE,25
16-051999,2016-10,10/13/2016 19:34,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8600,TRAFFORD LN,73,NA,NA,8600,TRAFFORD,891600.6,1049902,FALSE,14
16-052015,2016-10,10/13/2016 19:55,Y,NA,NA,1,NA,182130,6,DRUGS-POSSESSION/HEROIN,6124,N BROADWAY,79,LOVES GAS STATION,NA,6124,BROADWAY,900558.8,1038456,FALSE,18
16-052065,2016-10,10/13/2016 20:00,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3958,BOWEN ST,3,NA,NA,3958,BOWEN,887239.9,995760.8,FALSE,14
16-052175,2016-10,10/13/2016 21:00,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4815,CARTER AVE,69,NA,NA,4815,CARTER,894426.6,1037505,FALSE,14
16-052104,2016-10,10/13/2016 22:00,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5620,ARENDES DR,3,NA,NA,5620,ARENDES,889019.8,996488,FALSE,14
16-052128,2016-10,10/13/2016 22:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1824,RUTGER ST,32,NA,NA,1824,RUTGER,902505.8,1013916,FALSE,14
16-052144,2016-10,10/13/2016 22:00,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5941,CORONADO AVE,3,NA,NA,5941,CORONADO,887265,996172.1,FALSE,14
16-052154,2016-10,10/13/2016 22:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2145,S JEFFERSON AVE,24,NA,NA,2145,JEFFERSON,899503.8,1011012,FALSE,14
16-052018,2016-10,10/13/2016 22:25,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,900,N BROADWAY,35,NA,NA,NA,NA,909611.1,1019374,FALSE,25
16-052073,2016-10,10/13/2016 23:00,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4251,E CARTER AVE,68,NA,VEHICLE WAS SHOT ON STREET,4251,CARTER,898307.8,1034790,FALSE,14
16-052142,2016-10,10/13/2016 23:30,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5034,NEWPORT AVE,5,NA,NA,5034,NEWPORT,887649.4,999651.4,FALSE,14
16-052076,2016-10,10/13/2016 23:30,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2056,LAFAYETTE AVE,32,NA,NA,2056,LAFAYETTE,901238.4,1012496,FALSE,14
16-052375,2016-10,10/14/2016 00:01,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3500,TEXAS AVE,19,NA,NA,NA,NA,898341.2,1004483,FALSE,14
16-052035,2016-10,10/14/2016 00:21,Y,NA,NA,1,NA,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",5721,SALOMA AVE,72,NA,VACANT HOME,5721,SALOMA,889853.9,1042783,FALSE,13
16-052067,2016-10,10/14/2016 02:00,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,N 9TH ST / LUCAS AVE,35,NA,NA,NA,NA,908083.6,1019056,FALSE,14
16-052046,2016-10,10/14/2016 05:32,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4665,S 37TH ST,16,NA,NA,4665,37TH,891505.5,998833,FALSE,14
16-052049,2016-10,10/14/2016 06:10,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4147,WALSH ST,5,NA,REAR PARKING PAD,4147,WALSH,887581.1,999513.8,FALSE,14
16-053462,2016-10,10/14/2016 10:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3352,DEMENIL PL,22,NA,NA,3352,DEMENIL,901388.3,1005001,FALSE,14
16-052100,2016-10,10/14/2016 10:48,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3120,PROVIDENCE PL,17,NA,NA,3120,PROVIDENCE,894931,999798.4,FALSE,14
16-052110,2016-10,10/14/2016 11:15,Y,NA,NA,1,NA,182130,3,DRUGS-POSSESSION/HEROIN,3600,S BROADWAY,18,NA,NA,NA,NA,900438.8,1003560,FALSE,18
16-052098,2016-10,10/14/2016 11:15,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,401,S 14TH ST,36,NA,WITHIN A CROSSWALK,400,14TH,905197.2,1016528,FALSE,25
16-052101,2016-12,10/14/2016 11:23,Y,NA,NA,1,NA,182130,6,DRUGS-POSSESSION/HEROIN,4858,RIVERVIEW BLVD,72,NA,NA,4858,RIVERVIEW,888633.9,1043316,FALSE,18
16-052123,2016-10,10/14/2016 12:00,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3944,WESTMINSTER PL,38,NA,NA,3944,WESTMINSTER,894086.1,1022162,FALSE,14
16-052117,2016-10,10/14/2016 12:28,Y,NA,NA,1,NA,182999,2,DRUGS-POSSESSION/OTHR UNSPEC DRUG,2163,S GRAND BLVD,27,NA,@JACK IN THE BOX - GRAND,NA,NA,894231.9,1011658,FALSE,18
16-052137,2016-10,10/14/2016 13:15,Y,NA,NA,1,NA,182130,5,DRUGS-POSSESSION/HEROIN,4949,BARNES JEWISH HOSPITAL PLZ,38,NA,@HOSPITAL - BARNES JEWISH,400,KINGSHIGHWAY,887396.8,1020150,FALSE,18
16-052147,2016-10,10/14/2016 14:00,Y,NA,NA,1,NA,151130,6,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,3144,NEW ASHLAND PL,56,NA,NA,3100,NEW ASHLAND,896379.1,1030935,FALSE,15
16-052153,2016-10,10/14/2016 15:20,Y,NA,NA,1,NA,152200,4,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3527,PAGE BLVD,77,NA,NA,3520,PAGE,898391.6,1024066,FALSE,15
16-052512,2016-10,10/14/2016 17:00,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1320,N 9TH ST,62,NA,NA,1320,9TH,908619.4,1021058,FALSE,14
16-052627,2016-10,10/14/2016 17:00,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,500,DE BALIVIERE AVE,47,CROSSROADS COLLEGE PREPARATORY SCHO,@CROSSROADS COLLEGE PREP,500,DE BALIVIERE,881661.2,1026094,FALSE,14
16-054029,2016-10,10/14/2016 18:00,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5601,GRAVOIS AVE,5,NA,NA,5601,GRAVOIS,885278.1,999390.8,FALSE,14
16-052330,2016-10,10/14/2016 20:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2110,GEYER AVE,23,NA,NA,2110,GEYER,900926.9,1011706,FALSE,14
16-052213,2016-10,10/14/2016 20:55,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4301,NATURAL BRIDGE AVE,68,NA,NA,4305,NATURAL BRIDGE,895761.7,1032844,FALSE,14
16-052205,2016-10,10/14/2016 21:07,Y,NA,NA,1,NA,151130,4,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,4040,PECK ST,67,NA,NA,NA,NA,902200.5,1030729,FALSE,15
16-052200,2016-10,10/14/2016 21:40,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4136,OREGON AVE,16,NA,NA,4136,OREGON,896344.4,1000240,FALSE,14
16-052202,2016-10,10/14/2016 22:00,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1408,HAMILTON AVE,78,NA,NA,1408,HAMILTON,881928.3,1033320,FALSE,14
16-052236,2016-10,10/15/2016 01:55,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4337,MINNESOTA AVE,17,NA,NA,4337,MINNESOTA,894978.6,999145.7,FALSE,14
16-052251,2016-10,10/15/2016 03:45,Y,NA,NA,1,NA,182130,4,DRUGS-POSSESSION/HEROIN,430,S 15TH ST,36,NA,@GREYHOUND,430,15TH,904845.8,1016613,FALSE,18
16-052306,2016-10,10/15/2016 04:35,Y,NA,NA,1,NA,182400,5,DRUGS-POSSESSION/MARIJUANA,1,BARNES JEWISH HOSPITAL PLZ,38,NA,@1 BARNES HOSPITAL PLZ,600,KINGSHIGHWAY,887396.8,1020150,FALSE,18
16-052263,2016-10,10/15/2016 06:05,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2821,N VANDEVENTER AVE,56,@CITGO - VANDEVENTER,@CITGO - VANDEVENTER,2821,VANDEVENTER,898133.8,1028563,FALSE,14
16-052274,2016-10,10/15/2016 09:30,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5236,DEVONSHIRE AVE,7,NA,DWNSTRS,5236,DEVONSHIRE,882641.9,1002753,FALSE,14
16-052639,2016-10,10/15/2016 09:31,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,618,OLIVE ST,35,@PARKING SYSTEMS OF AMERICA,@PARKING SYSTEMS OF AMERICA,618,OLIVE,908670.5,1017730,FALSE,14
16-052287,2016-10,10/15/2016 10:26,Y,NA,NA,1,NA,182999,2,DRUGS-POSSESSION/OTHR UNSPEC DRUG,1641,S KINGSHIGHWAY BLVD,12,NA,NA,NA,NA,886712.8,1014540,FALSE,18
16-052288,2016-10,10/15/2016 10:33,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3529,UTAH ST,25,NA,NA,3529,UTAH,893922.9,1006493,FALSE,14
16-052320,2016-10,10/15/2016 12:02,Y,NA,NA,1,NA,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",8600,RIVERVIEW BLVD,74,NA,NA,NA,NA,893870.3,1049113,FALSE,13
16-052336,2016-10,10/15/2016 14:10,Y,NA,NA,1,NA,182130,3,DRUGS-POSSESSION/HEROIN,2607,GRAVOIS AVE,24,711,@ 711,NA,NA,899242.4,1009280,FALSE,18
16-052393,2016-10,10/15/2016 14:30,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3118,MARNICE PL,56,NA,NA,3118,MARNICE,895702.3,1031286,FALSE,14
16-052335,2016-10,10/15/2016 14:33,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,900,N BROADWAY,35,NA,NA,NA,NA,909611.1,1019374,FALSE,25
16-052359,2016-10,10/15/2016 16:38,Y,NA,NA,1,NA,250000,1,LOITERING-BEGGING,509,BATES ST,1,NA,711,509,BATES,892681.9,994561.8,FALSE,25
16-052361,2016-10,10/15/2016 16:55,Y,NA,NA,1,NA,182400,6,DRUGS-POSSESSION/MARIJUANA,1038,VERONICA AVE,74,NA,NA,NA,NA,895918.4,1050310,FALSE,18
16-052404,2016-10,10/15/2016 19:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2310,RUTGER ST,32,NA,NA,2310,RUTGER,900963,1014410,FALSE,14
16-052386,2016-10,10/15/2016 19:55,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,1324,WASHINGTON AVE,36,FLANERY S PUB,NA,NA,NA,906107.8,1019097,FALSE,25
16-052734,2016-10,10/15/2016 22:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,S 10TH ST / ALLEN AVE,21,NA,NA,NA,NA,904271.1,1010372,FALSE,14
16-052408,2016-10,10/15/2016 22:00,Y,NA,NA,1,NA,182400,4,DRUGS-POSSESSION/MARIJUANA,3035,CASS AVE,59,NA,@SCHOOL - VASHON HIGH,3035,CASS,899825.3,1024601,FALSE,18
16-052406,2016-10,10/15/2016 22:30,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,831,LOCUST ST,35,NA,NA,NA,NA,908188.5,1018183,FALSE,25
16-052428,2016-10,10/15/2016 23:55,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4134,CHOUTEAU AVE,39,NA,NA,4134,CHOUTEAU,891207.5,1017713,FALSE,14
16-052427,2016-10,10/16/2016 00:35,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5581,THEODOSIA AVE,50,NA,NA,5581,THEODOSIA,884512.3,1033161,FALSE,14
16-052434,2016-10,10/16/2016 01:30,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2118,GEYER AVE,23,NA,NA,2118,GEYER,900943.5,1011921,FALSE,14
16-052500,2016-10,10/16/2016 02:45,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3409,ROGER PL,15,FISH EYE FUN,NA,3409,ROGER,890554,1005992,FALSE,14
16-052473,2016-10,10/16/2016 04:00,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3652,DELOR ST,16,NA,NA,3652,DELOR,890972.2,997816,FALSE,14
16-052464,2016-10,10/16/2016 07:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3402,ALBERTA ST,16,NA,2ND FL,3402,ALBERTA,894134.1,1001956,FALSE,14
16-052496,2016-10,10/16/2016 11:28,Y,NA,NA,1,NA,182250,5,DRUGS-POSSESSION/COCAINE,2919,BELT AVE,50,NA,NA,2900,BELT,886742.9,1035676,FALSE,18
16-052499,2016-10,10/16/2016 11:30,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2800,N FLORISSANT AVE,63,PHILLIPS 66,NA,3634,GARFIELD,905960.9,1025983,FALSE,14
16-052536,2016-10,10/16/2016 12:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2617,VIRGINIA AVE,25,NA,NA,2617,VIRGINIA,895693,1009957,FALSE,14
16-052522,2016-10,10/16/2016 14:30,Y,NA,NA,1,NA,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,CALVARY AVE / W FLORISSANT AVE,71,NA,NA,NA,NA,894815,1041723,FALSE,13
16-052545,2016-10,10/16/2016 15:20,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3424,CLARA AVE,50,NA,NA,NA,NA,886696.2,1037254,FALSE,14
16-052565,2016-10,10/16/2016 17:40,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1500,LAFAYETTE AVE,33,FIELDS FOODS,NA,1500,LAFAYETTE,903565.4,1012169,FALSE,14
16-052621,2016-10,10/16/2016 18:00,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4343,LACLEDE AVE,38,NA,REAR PARKING LOT,4343,LACLEDE,890705.2,1021501,FALSE,14
16-052563,2016-10,10/16/2016 19:31,Y,NA,NA,1,NA,152200,3,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3735,OREGON AVE,19,NA,NA,3730,OREGON,896585.2,1002950,FALSE,15
16-052684,2016-10,10/16/2016 20:00,Y,NA,NA,1,NA,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,8561,N BROADWAY,74,NA,SINGLE FAMILY RESIDENCE,8561,BROADWAY,897366.2,1050722,FALSE,14
16-052735,2016-10,10/16/2016 20:00,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4451,FOREST PARK AVE,38,NA,PARKVIEW APARTMENTS,4451,FOREST PARK,889537.3,1021388,FALSE,14
16-052592,2016-10,10/16/2016 20:30,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7815,BANDERO DR,1,NA,NA,7815,BANDERO,886339.6,990237,FALSE,14
16-052581,2016-10,10/16/2016 21:45,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,21,OFALLON ST,64,WILLIAM A KERR FOUNDATION,NA,NA,NA,911012.9,1021115,FALSE,14
16-052576,2016-10,10/16/2016 21:46,Y,NA,NA,1,NA,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,701,N 18TH ST,36,NA,NA,701,18TH,904601.6,1019821,FALSE,14
16-052588,2016-10,10/16/2016 22:10,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1860,S 9TH ST,21,NA,@BAR- 1860 SALOON HARDSHELL CAFE,1860,9TH,904754.7,1010527,FALSE,14
16-052585,2016-10,10/16/2016 23:10,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4100,CALIFORNIA AVE,16,NA,NA,3115,MIAMI,896742.2,1000704,FALSE,14
16-052595,2016-10,10/17/2016 01:25,Y,NA,NA,1,NA,182130,4,DRUGS-POSSESSION/HEROIN,1550,BIDDLE ST,61,NA,NA,1200,16TH,905664.1,1021110,FALSE,18
16-052834,2016-10,10/17/2016 09:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3639,S COMPTON AVE,19,NA,NA,3639,COMPTON,895044.3,1003774,FALSE,14
16-052668,2016-10,10/17/2016 09:30,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,S 12TH ST / GEYER AVE,21,NA,NA,NA,NA,903441,1011069,FALSE,14
16-052658,2016-10,10/17/2016 10:00,Y,NA,NA,1,NA,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,909,S TAYLOR AVE,39,NA,ST LOUIS COLLEGE OF HEALTH CAREERS,909,TAYLOR,888402.7,1018876,FALSE,14
16-052729,2016-10,10/17/2016 11:00,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2854,KEOKUK ST,16,NA,APT A,2854,KEOKUK,896245.4,1001947,FALSE,14
16-052657,2016-10,10/17/2016 11:06,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,711,N TUCKER BLVD,36,MISSOURI BAR AND GRILL,NA,706,TUCKER,906859.7,1019358,FALSE,25
16-052693,2016-10,10/17/2016 12:59,Y,NA,NA,1,NA,250000,2,LOITERING-BEGGING,1001,S KINGSHIGHWAY BLVD,39,1001 S KINGSHIGHWAY BLVD,ALIAS S KINGSHIGHWAY BLVD/WB 40 CITY,NA,NA,887535.5,1018450,FALSE,25
16-052690,2016-10,10/17/2016 12:59,Y,NA,NA,1,NA,250000,5,LOITERING-BEGGING,0,I 64 WESTBOUND / S KINGSHIGHWA,38,NA,NA,NA,NA,887188.9,1018808,FALSE,25
16-052697,2016-10,10/17/2016 13:17,Y,NA,NA,1,NA,182400,4,DRUGS-POSSESSION/MARIJUANA,3648,GARFIELD AVE,59,NA,NA,NA,NA,898413.8,1026006,FALSE,18
16-052714,2016-10,10/17/2016 13:50,Y,NA,NA,1,NA,182130,4,DRUGS-POSSESSION/HEROIN,4500,N BROADWAY,64,PHILLIPS 66 GAS STATION,NA,NA,NA,905164,1033720,FALSE,18
16-052741,2016-10,10/17/2016 16:41,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,1000,N BROADWAY,62,NA,NA,NA,NA,909758.9,1019796,FALSE,25
16-052752,2016-10,10/17/2016 17:30,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,0,N 4TH ST / CARR ST,62,NA,900 BLOCK N 4TH STREET,NA,NA,909781.9,1019767,FALSE,25
16-052762,2016-10,10/17/2016 17:47,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,721,N TUCKER BLVD,36,NA,NA,721,TUCKER,906857.6,1019492,FALSE,25
16-052774,2016-10,10/17/2016 18:45,Y,NA,NA,1,NA,250000,4,LOITERING-BEGGING,721,N TUCKER BLVD,36,SHELL GAS STATION,NA,721,TUCKER,906857.6,1019492,FALSE,25
16-052780,2016-10,10/17/2016 19:35,Y,NA,NA,1,NA,182999,6,DRUGS-POSSESSION/OTHR UNSPEC DRUG,4000,KOSSUTH AVE,83,NA,INSIDE FAIRGROUND PARK,NA,NA,899582.3,1032280,FALSE,18
16-052783,2016-10,10/17/2016 20:25,Y,NA,NA,1,NA,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,OLIVE BLVD / N SKINKER BLVD,48,NA,NA,NA,NA,877853,1029191,FALSE,14
16-052963,2016-10,10/17/2016 20:30,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4679,S GRAND BLVD,16,NA,NA,4679,GRAND,891890.5,998350.1,FALSE,14
16-052787,2016-10,10/17/2016 20:50,Y,NA,NA,1,NA,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3742,SALENA ST,18,NA,NA,3742,SALENA,899897,1002314,FALSE,14
16-052949,2016-10,10/17/2016 21:00,Y,NA,NA,1,NA,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3541,TAFT AVE,16,NA,NA,3541,CASS,892798.1,998795,FALSE,14
